"Gilda Aparecida de Assis","GENVIRTUAL: UM JOGO MUSICAL PARA REABILITAÇÃO DE INDIVÍDUOS COM NECESSIDADES ESPECIAIS"
"Gilvandenys Leite Sales","Learning Vectors (LV): Um Modelo de Avaliação Processual com Mensuração NãoLinear da Aprendizagem em EaD online"
"Giovane Daniel dos Santos","Ensino de Computação com SCRATCH no Ensino Fundamental – Um Estudo de Caso"
"Gislaine Cristina Micheloti Rosales","LIVRE SABER(LiSa): um repositório de recursos educacionais abertos de cursos a distância"
"Graçaliz Pereira Dimuro","AN INTEGRATED TEACHING EXPERIENCE ON MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE"
"Gustavo Kozima","Técnica de Recomendação Baseada em Metadados para Repositórios Digitais Voltados ao Ensino"
"Hamilton Chaiben","A Computational Learning Environment based on Semantic Networks"
"Handerson Medeiros","Ensinoaprendizagem de programação: uma revisão  sistemática da literatura"
"Hélio Lopes dos Santos","Um Ambiente para a Prática Remota de Aulas Laboratoriais de Física ( determinação da viscosidade de líquidos)"
"Heloisa Helena Oliveira de Magalhães Couto","Mídias na Educação: discurso oficial nos discursos de professores egressos de um Programa de Formação Continuada"
"Heloisa Vieira da Rocha","Ferramenta de apoio para o aprendizado ativo usando dispositivos com caneta eletrônica"
"Henrique Monteiro Cristovão","Computing Environments for Learning Support: An Experiment with Fractions"
"Ig Bittencourt Bittencourt","Sistemas de Autoria para Construção de Ambientes Interativos de Aprendizagem Baseada em Agentes"
"Irene Karaguilla Ficheman","Introdução ao GenVirtual: uma interface musical com realidade aumentada para apoiar o “fazer musical” de pessoas com deficiência motora e cognitiva"
"Isabel Fernandes","MEMORE – Um Ambiente para Apoio ao Acompanhamento da Utilização de Computadores na Educação"
"Ítalo Modesto Dutra","Um recorte no Estado da Arte: O que está sendo produzido? O que está faltando segundo nosso subparadigma?"
"Itana Maria de Souza Gimenes","Quem tem mais interesse pelo uso da informática na educação? Os professores mais jovens ou os mais velhos? – Um estudo correlacional"
"Ivanor Nunes de Oliveira","Um Ambiente para a Prática Remota de Aulas Laboratoriais de Física ( determinação da viscosidade de líquidos)"
"Ivete Martins Pinto","Ambientes Tecnológicos Lúdicos de Autoria (ATLA): uma proposta para potencialização dos processos de ensino e aprendizagem"
"Jader Denicol do Amaral","A INFORMÁTICA E SUAS APLICAÇÕES EM EDUCAÇÃO FÍSICA"
"JADSON RAFALSKI","UMA OFICINA DE INCLUSÃO DIGITAL PARA A CONSTRUÇÃO SOCIAL: estudo de caso no CEET Vasco Coutinho – Espírito Santo"
"Jairo Francisco de Souza","Uma biblioteca gráfica para aprendizagem de algoritmos e estruturas de dados"
"Jarbele Cássia Silva","Mapeamento Sistemático da Literatura acadêmicocientífica sobre Análise de Redes Sociais aplicada em ELearning"
"Jean Piton Gonçalves","Reflexões sobre os processos de ensino/aprendizagem de Matemática baseados no software educativo FORMEL"
"Jerino Queiroz Ferreira","Percepções de graduandos em química sobre atividade realizada no Ambiente Virtual Cursos onLine"
"Jéssica Fernanda Ramos Coelho","Construção de um dicionário virtual para incremento do aprendizado de Biologia no ensino propedêutico"
"João Benedito dos Santos Junior","Structured Documents for the Application Domain Study: Modeling Authoring and Presentation at the WWW Environment"
"João Gluz","Empregando Redes Bayesianas para modelar automaticamente o conhecimento dos alunos em Lógica de Programação"
"João Guilherme","Sistemas de Autoria para Construção de Ambientes Interativos de Aprendizagem Baseada em Agentes"
"João José Vasco Furtado","Um Sistema de Aprendizagem Colaborativa de Didática Utilizando Cenários"
"João Paiva","ONLINE SIMULATIONS FOR PHYSICS AND CHEMISTRY TEACHING"
"João Paulo Mendes","Ensino de Programação no Ensino Médio: Uma Abordagem Orientada ao Design com a linguagem Scratch"
"João Pedro Lobo Antunes","Construção de um dicionário virtual para incremento do aprendizado de Biologia no ensino propedêutico"
"Jorge Soares","MEMORE – Um Ambiente para Apoio ao Acompanhamento da Utilização de Computadores na Educação"
"José André Caruso Neto","AS REDES DE ACESSO E O IMPACTO DAS MÍDIAS DIGITAIS EM TREINAMENTOS VIA TELECOMPUTAÇÃO"
"José Antonio BORGES","Ensinando Geometria a Deficientes Visuais: o ambiente dinâmico Geometrix"
"José António Marques Moreira","Autoconceito académico em ambientes virtuais de aprendizagem"
"José Armando Valente","VISÃO ANALÍTICA DA INFORMÁTICA NA EDUCAÇÃO NO BRASIL: A questão da formação do professor"
"José Cláudio Del Pino","Compreensões de professores sobre o software educativo Carbópolis e sua utilização em diferentes realidades de escola"
"José Eduardo Mendes de Figueiredo","Simulando a dinâmica populacional de uma colmeia para o ensino de Biologia"
"José Fernando Rodrigues Júnior","eLORS: Uma Abordagem para Recomendação de Objetos de Aprendizagem"
"José Judson Mesquita Cunha","CloudLab: Um Laboratório Virtual para Ensino de Projetos de Circuitos Integrados"
"José Luis Braga","A  educação  em  ambientes  virtuais: proposição  de  recursos  computacionais  para  aumentar  a  eficiência  do processo ensinoaprendizado"
"José Maria Parente de Oliveira","Hypertext Environment to Support Planning and Development of Training Courses According to TRAINAIR Methodology"
"José Roberto de Almeida Amazonas","AS REDES DE ACESSO E O IMPACTO DAS MÍDIAS DIGITAIS EM TREINAMENTOS VIA TELECOMPUTAÇÃO"
"Joseane Pereira Rodrigues","ESCRITA COOPERATIVA NA PROMOÇÃO DA APRENDIZAGEM"
"Júlia Marques Carvalho da Silva","PROJETO E DESENVOLVIMENTO DE UM SISTEMA MULTIAGENTES PARA OBJETOS INTELIGENTES DE APRENDIZAGEM BASEADO NO PADRÃO SCORM"
"Juliano Bitencourt","Projetos de Aprendizagem  Uma Experiência Mediada por Ambientes Telemáticos"
"Juliano de Oliveira Guterres","Compreensões de professores sobre o software educativo Carbópolis e sua utilização em diferentes realidades de escola"
"Júlio Valente da Costa Júnior","COMO USAR ONTOLOGIAS NA AVALIAÇÃO DA APRENDIZAGEM SIGNIFICATIVA MEDIADA POR MAPAS CONCEITUAIS"
"Kamila Takayama Lyra","Estado da Arte sobre Afetividade na Formação de Grupos em Ambientes Colaborativos de Aprendizagem"
"Karen Selbach Borges","Digital Libraries: A System for the Control of Borrowing and Returns of Digital Objects"
"Kleucio Claudio","USO DE COMPUTADORES NO ENSINO FUNDAMENTAL E MÉDIO E SEUS RESULTADOS EMPÍRICOS: UMA REVISÃO SISTEMÁTICA DA LITERATURA"
"Leandro Balby Marinho","Um Jogo Didático para Detecção de Problemas de Qualidade de Dados em Bancos de Dados Relacionais"
"Leandro Chernij","Apuê: Uma Plataforma Web para Educação de Ciências Experimentais baseada em Tecnologias Livres"
"Leandro Luque","On the Inclusion of Blind People in UML eLearning Activities"
"Leonardo Castillo","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Leonardo Souza Mendes","Avaliação Multidimensional Baseada em Lógica difusa para Ambientes de Ensino Mediado por Computador"
"Lissandra Luvizão Lazzarotto","A  educação  em  ambientes  virtuais: proposição  de  recursos  computacionais  para  aumentar  a  eficiência  do processo ensinoaprendizado"
"Lúbia Mara Lopes Rodrigues","STII: SISTEMAS TUTORIAIS INTELIGENTES QUE INTEGRAM COGNIÇÃO EMOÇÃO E MOTIVAÇÃO"
"Lucas Braz","Uma Arquitetura Flexível Para Promover a Integração Entre o Moodle e Sites de Redes Sociais"
"Lucas Salomão Spolaore","Apuê: Uma Plataforma Web para Educação de Ciências Experimentais baseada em Tecnologias Livres"
"Luciana Alvim Santos Romani","The Complex Task of Distance Education: A Reflection About WebBased Education Process"
"Luciana Aparecida Martinez Zaina","Metodologia para Acompanhamento da Aprendizagem através da Web"
"Luciano Tadeu Esteves Pansanato","Authoring of Hypermedia Applications for Education"
"Lucila Ishitani","mtutorial: ferramenta de autoria para desenvolvimento de tutoriais voltados para o mlearning"
"Lucila Ishitani","mtutorial: ferramenta de autoria para desenvolvimento de tutoriais voltados para o mlearning"
"Luiz Cláudio Silva","MobiLE:  Um Ambiente Multiagente de Aprendizagem Móvel Baseado em Algoritmo Genético para Apoiar a Aprendizagem Ubíqua"
"Luiz Francisco Dias Pereira","Ateliê de Objetos de Aprendizagem : Uma Abordagem para o Ensino de Computação em Cursos Técnicos"
"Luiz Renato Ribeiro Ferreira","USO DE COMPUTADORES NO ENSINO FUNDAMENTAL E MÉDIO E SEUS RESULTADOS EMPÍRICOS: UMA REVISÃO SISTEMÁTICA DA LITERATURA"
"Manoel Eusébio de Lima","Design of a Selfstanding Multimedia Enriched Projector to enhance teaching experience in classroom in Brazilian public schools"
"Marcello Thiry","Um Ambiente Colaborativo para o Ensino à Distância"
"Marcelo Ricardo Quinta","Adaptação de material didático para ulearning: Sistema Odin"
"Marcelo Scopel","FÁBRICA DE ADEQUAÇÃO DE OBJETOS DE APRENDIZAGEM"
"Márcia Angela Aguiar","LICENCIATURA EM INFORMÁTICA  Uma questão em aberto"
"Márcia Arantes Buiatti Pacheco","VirtualMat: um ambiente virtual de apoio ao ensino de matemática para alunos com Deficiência Mental"
"Marcia Paul Waquil","Distance Education: The Use of Computers in Search of Competence"
"Marco Carvalho","STII: SISTEMAS TUTORIAIS INTELIGENTES QUE INTEGRAM COGNIÇÃO EMOÇÃO E MOTIVAÇÃO"
"Marcos Antônio Gomes Brandão","INDICATIVOS DE PARTICIPAÇÃO E CONVERSAÇÃO EM UMA COMUNIDADE VIRTUAL DE ENFERMAGEM E CONSIDERAÇÕES SOBRE A APRENDIZAGEM"
"Marcos Flávio Paim","Um recorte no Estado da Arte: O que está sendo produzido? O que está faltando segundo nosso subparadigma?"
"Marcos Wagner de Souza Ribeiro","UMA ARQUITETURA PARA DISTRIBUIÇÃO DE AMBIENTES VIRTUAIS DE REALIDADE AUMENTADA APLICADA À EDUCAÇÃO"
"Maria Aparecida Souto","Evolução Dinâmica de um Curso a Distância Modelado por Workflow"
"Maria Candida Moraes","INFORMÁTICA EDUCATIVA NO BRASIL: UMA HISTÓRIA VIVIDA ALGUMAS LIÇÕES APRENDIDAS"
"Maria Claudia Cavalcanti","MEMORE – Um Ambiente para Apoio ao Acompanhamento da Utilização de Computadores na Educação"
"Maria de Fátima Costa de Souza","LOCPN: REDES DE PETRI COLORIDAS NA PRODUÇÃO DE OBJETOS DE APRENDIZAGEM"
"Maria Teresa Eglér Mantoan","Microgenetic Analysis of Cognitive Processes in Multiple Contexts of Problem Solving"
"Marilena do Nascimento","GENVIRTUAL: UM JOGO MUSICAL PARA REABILITAÇÃO DE INDIVÍDUOS COM NECESSIDADES ESPECIAIS"
"Marilena Nascimento","Introdução ao GenVirtual: uma interface musical com realidade aumentada para apoiar o “fazer musical” de pessoas com deficiência motora e cognitiva"
"Marina Teresa Pires Vieira","DEMAW: Um ambiente de Educação a Distância"
"Marlos Tacio Silva","Modelos para a Construção de Sistemas Multiagentes: Um Estudo de Caso em Sistemas Tutores Inteligentes"
"Mauricio Abreu Pinto Peixoto","INDICATIVOS DE PARTICIPAÇÃO E CONVERSAÇÃO EM UMA COMUNIDADE VIRTUAL DE ENFERMAGEM E CONSIDERAÇÕES SOBRE A APRENDIZAGEM"
"Mauro Hinz","Uso de Pesquisa Bibliográfica em Informática na Educacão: um Mapeamento Sistemático"
"Mônica Norris","MEMORE – Um Ambiente para Apoio ao Acompanhamento da Utilização de Computadores na Educação"
"MOZART DE MELO ALVES JÚNIOR","ATVDBR: Um Modelo de Atividades  para TV Digital Brasileira"
"Muriel de Souza Godoi","COGNITOR: Um Framework Baseado na Linguagem de Padrões COGLEARN"
"Nádia Giaretta Biase","Impacto de Aplicações de Captura e Acesso em Estudantes de Cursos de Computação"
"Nancy Fares Barbera","Projeto Tranteam Br O Desenvolvimento de uma Escola Aberta Democrática e Multicultural na Internet Br"
"Natanael Bavaresco","PROJETO E DESENVOLVIMENTO DE UM SISTEMA MULTIAGENTES PARA OBJETOS INTELIGENTES DE APRENDIZAGEM BASEADO NO PADRÃO SCORM"
"Neide dos Santos","Agentes de Software em Ambientes Educacionais Mediados por Computador"
"NEIDE SANTOS","DISTRIBUTED COOPERATIVE LEARNING IN LIBRARY KIDLINKBRAZIL"
"Orivaldo de Lira Tavares","Ambiente de Apoio à Mediação da Aprendizagem: Uma bordagem Orientada por Processos e Projetos"
"Osório Pereira Carvalho","Ensinar a Gerência de Equipes em Disciplinas de Gerência de Projetos de Software"
"Pablo Charles de Oliveira Melo","A Lousa Digital no ensino de Matemática: análise das interações docentes"
"Patricia Azevedo Tedesco","Auxiliando Interações de Planejamento em MArCo via Modelos de Grupo"
"Patrícia Oliveira","Um jogo digital baseado no construcionismo"
"Patrícia Tedesco","icollaboration: Um modelo de colaboração inteligente personalizada para ambientes de EAD"
"Paulo Sérgio Garcia","Electronic Networks in Science Teaching: Pedagogical Evaluation of the Ecology Project in São Caetano do Sul"
"Rafael Almeida","Extração de Características de Perfil e de Contexto  em Redes Sociais para Recomendação de Recursos Educacionais"
"Rafael Fernando Ceron","UM AGENTE ANIMADO PARA AMBIENTES DE APRENDIZAGEM COLABORATIVOS"
"Raimundo Hélio Leite","SAEL: SISTEMA DE AVALIAÇÃO ELETRÔNICO  UMA APLICAÇÃO DA INFORMÁTICA À ATIVIDADE DIDÁTICO  PEDAGÓGICA DO PROFESSOR"
"Ranyer Lopes","Ensinoaprendizagem de programação: uma revisão  sistemática da literatura"
"Raphael Ghelman","RECONHECIMENTO E AGRUPAMENTO DE OBJETOS DE APRENDIZAGEM SEMELHANTES"
"Regina Borges de Araujo","Exploring the Use of Virtual Reality for Learning Academic Skills for Elementary School"
"Rejane Cunha Freitas"," rejanecf@fic.br"
"Rejane Martins Novais Barbosa","CONSTRUÇÃO E UTILIZAÇÃO DE UMA HORTA MEDICINAL ELETRÔNICA NO ENSINO DE CIÊNCIAS"
"Renata Silva Souza","Ambiente de Apoio à Mediação da Aprendizagem: Uma bordagem Orientada por Processos e Projetos"
"Ricardo de Andrade Kratz","FÁBRICA DE ADEQUAÇÃO DE OBJETOS DE APRENDIZAGEM"
"Ricardo Miranda Barcia","Um Ambiente Colaborativo para o Ensino à Distância"
"Richard Arias Arias","Avaliação Multidimensional Baseada em Lógica difusa para Ambientes de Ensino Mediado por Computador"
"Roberta Pereira Coutinho","INDICATIVOS DE PARTICIPAÇÃO E CONVERSAÇÃO EM UMA COMUNIDADE VIRTUAL DE ENFERMAGEM E CONSIDERAÇÕES SOBRE A APRENDIZAGEM"
"Roberto Cezar de Carvalho e Silva","FACIL: Modelo para avaliação da literacia digital e informacional"
"Rodolfo da Silva Costa","Construção de um dicionário virtual para incremento do aprendizado de Biologia no ensino propedêutico"
"Rodrigo Bonacin","PEDAGOGICAL INTERPRETATION OF LOGIC RELATIONS IN DIALOGUES FOR TEACHING VISUAL CONCEPTS"
"Rodrigo Cavalcanti de Macêdo","Coautoria Distribuída de Cursos na Internet"
"Rodrigo Claudino Diogo","UM AMBIENTE VIRTUAL PARA A APRENDIZAGEM DE CONCEITOS SOBRE ONDAS SONORAS: CONCEPÇÃO E PRIMEIRAS ANÁLISES"
"Rodrigo Hahn","COMPUTAÇÃO MÓVEL E UBÍQUA NO CONTEXTO DE UMA GRADUAÇÃO DE REFERÊNCIA"
"Rodrigo Toledo","Sabadágil: Métodos Ágeis de Desenvolvimento de Software aplicado ao Ensino"
"Rogério Cysne Araújo","Coautoria Distribuída de Cursos na Internet"
"Romero Tavares","Aprendizagem significativa codificação dual e objetos de aprendizagem"
